variable,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
variable_213,-0.206733,0.127683,-1.840590,0.229127,0.565418,-0.578968,-0.144873,1.753474,-1.375794,-0.284671,-1.909809,-0.411433,-0.866936,-0.989241,-0.930211,0.585694,-0.161497,0.437392,0.444202,-0.121577,-0.148596,0.753272,-1.925745,1.025333,-0.373557,-1.216455,-0.631344,0.488733,-1.009136,-2.003124,-1.021490,-1.757790,-0.316477,-1.204527,2.049028,0.607558,1.322451,-0.008926,0.875995,1.537573,-1.657788,-2.256817,-0.000344,0.431892,-1.160332,-1.521946,0.255002,0.888159,-0.779486,-0.324359,-0.597025,1.565622,-1.440378,-0.047881,-0.551567,0.339371,-1.262185,0.278551,-0.703574,0.521441,1.413497,0.045717,0.224067,1.383388,1.255279,-1.454281,-0.532720,-0.826188,-0.245377,1.341703,0.927832,-0.626363,-1.298711,-2.481834,1.397034,0.311237,0.176973,0.549172,-0.623495,1.474495,1.444035,-0.550207,-1.084162,0.775182,-0.490482,-0.359195,0.073308,-0.037959,-0.346101,-0.419613,-0.513871,-1.949240,0.046028,-0.152030,-1.573048,1.469868,-1.042100,0.365350,1.023797,0.113806
variable_214,0.401131,1.062153,0.795895,0.407780,-0.844675,-0.836220,-1.043955,-0.011318,1.190238,0.748424,1.011568,-0.393366,-0.632374,-0.256860,0.662237,2.566898,0.064080,0.804944,0.576760,-0.478246,1.798999,0.293953,-0.323846,0.404937,-0.697100,0.842792,1.418323,-1.141976,0.651946,-0.079740,-0.836174,0.484957,0.160909,0.780113,-0.223397,-0.551562,0.741773,-1.330157,1.112728,0.261848,1.186391,-0.807781,-0.799156,-1.267431,1.360675,0.011353,0.595885,0.209464,1.825340,-0.328427,-1.281031,0.905823,-0.057656,0.405948,0.179157,-0.606988,-0.739959,0.867501,2.461622,0.351032,-0.771800,-0.602916,-0.641558,-0.993951,-0.510974,-0.808739,-0.785131,1.169977,-0.668729,1.492642,-2.642948,-1.124131,-0.109581,0.148780,-0.172574,-0.779146,1.392580,-0.012880,-0.015691,-1.447065,1.788576,-0.199826,-0.307552,-0.764382,0.014692,0.723236,-0.145010,1.943131,0.124771,1.615331,-0.094751,0.502284,-0.448667,0.343391,-0.552633,-2.307015,-2.965995,0.237114,0.131869,0.247785
variable_215,0.569928,0.127626,0.835452,-0.412685,-0.872527,-1.383714,-0.257451,-0.652886,-0.545657,-0.119966,-0.706120,-1.337406,-0.970892,2.161536,-0.764407,0.557043,-0.473414,1.518222,-0.600368,-0.045984,0.853533,0.039791,-0.370501,-1.139158,-0.943118,-1.051959,-0.459773,1.525121,0.357869,-0.393699,2.561982,-0.295373,0.682275,2.243420,2.124619,-0.845905,-0.406433,-0.905140,0.667417,-0.358477,1.052280,1.538008,-0.738605,0.493643,0.057617,-0.932208,-0.253228,1.437909,-0.125477,-0.853533,-2.003122,-1.156704,-1.277325,-1.767421,-1.432215,-0.363338,0.238347,1.035947,-0.774268,-1.565879,0.358979,0.076757,0.280042,0.121988,1.113116,0.515556,-0.571406,0.992035,-0.448369,-1.738557,2.539623,-0.956034,1.809145,1.279088,0.573379,-0.368639,-0.057775,-1.177034,1.259092,0.079462,0.968316,-0.175970,-1.001639,-0.542717,-1.177917,1.568290,0.168634,1.656415,0.624994,-0.823401,0.655391,-0.223408,0.010646,0.797827,-0.165843,0.593402,-0.124508,0.014777,1.516026,1.688796
variable_216,-0.733886,-0.212020,0.985630,1.845677,1.170631,-0.013257,0.863326,0.319829,1.121276,0.219265,-1.835535,1.646475,-0.072700,1.127797,-0.787662,0.036220,-0.031646,-0.606891,-0.520796,-1.208782,0.612232,-0.455080,-0.838615,0.668062,1.717653,-0.587001,0.870697,0.836672,0.365164,0.448396,-1.884791,0.377636,0.033784,-0.496056,-1.779799,-0.142251,0.315752,1.133664,-0.994892,0.970704,0.020442,-0.905266,-1.075589,0.760656,-0.693807,1.673768,-0.601447,1.862707,0.302612,-0.464939,-0.647464,0.065449,-0.196019,-0.707254,1.698573,0.930187,-1.356962,-0.993551,0.484168,0.023229,0.472147,-0.840571,-0.078536,-0.102050,0.347806,0.639125,-1.091419,-0.120640,1.374748,-0.756595,-0.908626,0.379436,0.866932,-1.487612,-0.529701,-0.053422,-1.020909,-0.741669,0.012593,-0.410540,0.896897,-1.238864,0.109903,0.034046,0.683373,1.112480,0.213096,1.688630,1.735491,0.547077,-0.657228,-1.442475,0.834114,1.161497,1.973735,-2.731497,-0.192309,1.019515,-0.084728,1.877344
variable_217,1.516970,0.270244,-1.309150,-1.965061,-0.216446,-1.310550,0.007194,-1.701160,0.104645,-1.701073,1.633543,0.880199,0.066320,-0.377505,0.361909,0.062160,-0.405480,0.440039,1.529894,1.338915,-0.104523,1.417534,-0.575747,-0.829320,2.093347,-0.539012,-0.293923,0.458507,1.538210,-1.753891,0.757310,0.858974,-2.185666,1.772180,0.284587,-0.739783,0.508159,0.162161,-1.428428,1.202587,-0.028327,1.573936,1.125352,-0.665670,-0.629856,-0.944176,0.467520,0.188405,0.329826,-0.985296,1.535860,0.084018,-2.041577,-0.740508,0.973677,1.565779,1.550939,0.429455,-1.116449,-0.022808,0.143063,-0.032382,0.047907,1.384846,1.443909,0.635568,0.052260,1.207791,-0.344025,-1.152799,1.213706,-0.723308,-0.203704,0.586960,0.115763,1.920678,2.233186,0.656250,1.041444,-0.262421,0.030462,1.025914,-0.692467,-0.133271,0.842022,-0.324028,0.900304,-0.569202,-0.314225,-0.273263,-0.422881,-0.193070,1.160530,-1.165876,-0.594941,0.726034,1.734142,-0.220208,0.298591,-0.563317
variable_218,-0.649777,0.746138,-0.268691,-1.317800,1.059116,-0.830570,-1.505491,-1.647877,0.609558,-1.220619,-0.718631,-0.639720,0.934557,-0.612765,-1.210091,0.041410,0.744518,0.392776,-0.278509,-1.930656,-1.212259,-2.636160,-1.436296,-0.211577,-1.098930,0.178134,-0.580577,0.636166,-2.144328,-0.099696,0.393270,-0.813330,-1.611208,1.213604,-0.596880,0.006325,0.597534,-0.709650,-1.570524,1.036236,-1.326800,1.101793,-0.950840,-0.719919,-0.135067,-1.127847,-0.670074,-0.691793,-0.614621,-0.378973,1.511417,0.792677,1.336429,2.237022,1.322097,-0.418828,-1.025146,1.815321,-0.263540,0.501163,0.264615,0.697212,0.964187,2.347624,-1.549890,1.739257,1.392419,-1.421319,-0.493613,-0.771455,1.651750,0.486226,1.533572,0.809407,-0.400102,1.441982,0.235925,-1.115328,1.793262,-0.326437,0.431233,-0.030287,0.571849,-0.707779,0.384931,0.679910,0.028078,-0.065367,-0.314638,0.696888,0.432576,0.244057,-1.602463,-0.193008,1.422650,0.402879,-1.139486,2.080908,-1.199300,-1.053598
variable_219,2.038850,0.802857,1.173615,1.383428,0.389516,0.253836,0.227669,-1.111847,-1.952790,1.050742,0.188555,0.290235,1.332681,-0.146619,-0.127565,-2.979336,0.794891,1.321071,-1.630652,-0.245422,1.255870,1.111183,0.032490,-0.391828,0.654269,-0.853819,-0.020448,0.985492,1.507202,-0.888988,1.523483,-0.115820,0.745952,0.014396,-1.126742,-1.014945,-1.142355,0.324153,-1.010337,0.893893,-0.992330,0.760752,0.421557,-0.694093,-0.569173,-0.313936,0.450423,0.507629,0.896270,0.617219,1.145621,-0.951346,-1.079175,-0.464030,-0.351289,-0.727786,-0.106514,0.669004,0.010795,0.377718,-1.227404,0.928032,-1.779993,-0.717644,0.420128,0.169319,-0.416287,-0.200335,-0.153528,0.800578,-0.168176,0.010429,-1.378700,0.036217,-1.184528,-1.249899,1.800708,-0.396087,-0.307677,-0.223523,-0.035706,0.180580,-0.795105,-1.144109,-0.294430,-1.540583,-0.843852,-0.671966,1.786191,0.484146,-1.538330,1.648016,0.046765,-1.147127,-0.059709,-0.505270,-0.427316,0.505321,0.861762,0.351522
variable_220,-0.267058,0.550603,-0.849765,0.607735,-1.101281,1.706479,-0.560257,-0.375295,0.637812,0.530727,0.750187,2.966799,0.956025,1.821123,0.025741,-0.051385,-0.452165,-1.206515,-1.522015,0.010767,1.072132,0.163516,-0.111448,0.594711,0.078644,-0.332308,1.290843,0.283403,0.675473,-0.492674,-1.486586,0.258379,0.494948,0.368211,-0.506385,-0.640517,-0.967345,-1.192368,-0.213910,0.184356,0.412456,1.597555,0.135827,0.179156,0.844089,0.823816,-0.116756,-0.767947,1.449773,0.108336,-0.946338,-0.174764,-1.074727,-1.685219,0.604488,0.260273,0.594353,2.519319,1.359568,0.301356,0.412569,-0.903269,-1.521173,-0.729551,0.860499,0.781957,-1.664258,0.177811,-0.806563,0.776182,0.711736,1.525779,-1.242708,1.667123,0.826231,-0.815376,-1.736613,2.114068,0.203263,-0.522502,-0.187858,2.166328,-0.934918,1.660749,-0.898544,-1.521214,0.001455,0.929039,0.545125,0.885326,0.322088,1.500687,0.144345,1.618313,-0.911945,-0.676362,-0.497219,-0.321724,0.293064,0.024501
variable_221,-0.220165,-1.425061,-0.810644,-1.040980,0.489393,-0.440220,0.109587,0.613863,-0.754795,-0.654890,-0.698508,-0.522086,-0.461104,0.057864,-1.549943,-0.411610,-0.263535,-1.475285,0.315857,-1.813441,-0.535825,0.116166,-1.831043,-0.377659,-1.562944,0.184752,-1.510150,2.211676,-1.009484,-1.287723,-0.565975,-1.565311,-0.263652,-2.263784,0.131768,-0.354457,-0.687781,-0.225845,1.387410,1.656620,1.698527,-1.619379,-1.642486,-0.946971,-2.422102,0.575124,-2.222318,-0.316327,-1.179473,-1.269851,0.399089,1.385131,0.249867,-0.606764,0.362961,2.030522,-2.465793,-1.241526,0.774955,-0.183864,2.203775,1.930270,0.204936,-0.404064,0.253828,0.628600,1.542990,2.184714,-0.315732,0.505319,0.441696,0.475843,-1.931693,0.432439,2.322993,1.093792,-1.327645,-0.027701,2.414282,1.507395,0.222107,0.790575,-1.203688,0.860366,1.103584,-1.054605,-0.226719,1.208388,1.078852,-0.912660,1.457387,0.099994,-0.354365,0.296707,0.331327,1.952327,1.485140,1.376871,1.999998,-1.228299
variable_222,0.871162,-1.459631,0.718347,1.064165,0.929283,-0.908621,-0.706177,-0.705618,-1.547751,1.400844,-1.592188,1.920049,-1.634152,0.656628,1.906845,1.159174,-1.929027,1.314948,0.765494,0.259475,-0.234244,0.333787,0.785549,0.055550,0.875148,1.347036,2.328133,-0.606280,0.579000,-1.175993,-2.146891,0.799744,1.069391,-1.397475,0.737414,-0.250087,-2.013645,-0.125872,-1.078158,-0.572533,1.656592,-1.307252,-2.101954,-1.471447,0.498057,-0.322252,0.002476,0.530671,0.985393,0.053716,-1.739580,0.239720,0.693075,-0.199788,-1.562170,1.301918,-0.690351,-0.340185,-0.692578,0.265058,-0.108843,-1.309687,1.265963,-0.651687,1.125815,0.147861,-0.529819,1.332385,-0.232394,-1.133349,-0.276512,1.162019,-0.220379,-0.568330,-0.954549,-0.486119,-0.001839,0.407861,-1.457559,-2.012878,0.275467,-3.133360,0.648614,-1.540228,0.272393,-0.637585,-1.813703,-1.628567,1.358896,-0.870275,-0.214132,-0.162513,-1.722158,0.239846,0.521373,0.052757,0.386243,-0.807849,0.127791,-0.358611
variable_223,-2.005575,1.446585,0.190099,-1.419228,0.158031,-0.782047,-1.372111,-0.372521,0.550427,-2.135201,-0.010193,-1.166426,-0.261690,-0.436280,-0.345593,1.086040,-0.246212,-0.257742,-2.423473,-1.502544,-0.209587,-2.609957,1.014478,0.201051,-0.275145,-0.237640,-1.283921,0.979794,-0.895279,1.052036,-0.019549,0.045682,0.192042,-1.134482,-1.834945,-1.260097,0.359757,-0.469901,1.013347,0.166395,-0.568510,1.216246,-0.524114,0.142593,0.421046,0.767578,0.626624,0.386399,-1.238527,-1.597919,-0.269066,0.719226,-0.696066,0.275323,-0.965033,-0.511335,0.426445,0.630472,0.624153,1.262759,0.716116,0.428435,0.525669,-0.002203,-0.953229,0.332871,0.040713,2.330264,0.183014,1.575318,-0.307954,1.018134,1.944707,0.998739,0.514515,0.717531,0.120360,-1.107637,-0.841120,0.326893,-0.378857,0.985415,-1.562883,-0.273710,2.013009,0.887942,-0.286604,0.988327,-0.326811,0.459069,0.412226,0.531631,0.546691,1.449930,0.994464,0.195332,0.604783,0.589671,0.983187,-0.241988
variable_224,-0.888827,-0.054219,1.468551,0.279776,-0.315208,-1.141786,0.326911,0.633571,-0.395580,-0.399520,-2.244504,-1.819817,1.225536,0.134861,-0.986695,0.487754,0.749316,0.075272,1.311863,-2.144027,0.198335,1.397478,-0.408806,0.462339,-1.307807,-1.120205,-0.419248,1.164656,0.421873,1.545248,-0.409431,0.432470,-0.431472,-0.191932,-1.305553,-0.556460,0.064691,-0.524479,1.407743,-0.728310,1.542547,-0.028266,0.598666,0.480392,0.159435,-0.565332,-0.356519,-0.272784,-0.317473,-2.311274,1.000594,0.511721,1.494941,0.521995,-2.479663,1.289843,0.899026,-0.373313,1.712998,-1.086047,-1.133055,0.559579,0.101711,-0.855616,-0.641617,0.457364,-0.199632,-0.700314,-0.071410,0.641676,0.395709,-0.584882,0.897670,-1.119111,0.977514,-0.469453,-0.945821,-0.691805,-0.284702,-0.899341,0.191057,0.101580,0.909974,0.960717,1.147398,-0.319490,0.848144,-0.366112,1.193634,0.105052,-0.521065,-0.462490,-0.304211,-0.197092,-0.700656,-0.403420,-0.888489,-0.589626,1.172271,0.361202
variable_225,-0.061085,-0.559238,1.324620,-0.565382,0.541680,-1.627329,0.681397,-0.730068,1.371426,1.153424,-0.120531,-0.285924,0.255428,-0.303495,-0.793671,0.892844,-0.840745,0.264244,-0.850363,-1.639960,-0.885506,1.809976,0.470993,1.683417,-0.901144,0.432065,0.023172,-1.359876,-0.120518,0.244615,-1.580516,0.725203,0.862886,-2.896480,0.146850,0.225547,0.933872,1.146494,-0.032338,0.967840,-1.098899,-0.713139,0.986411,2.838905,-0.414336,0.211131,-0.875233,0.444353,-0.274168,1.867643,-1.769460,-0.008535,0.240549,-1.352070,-0.772013,0.274868,-1.673120,-0.624711,-0.166680,0.657966,0.207742,-0.228793,0.584910,0.437054,0.648726,-1.433597,-0.573145,-1.558738,-1.115657,1.152159,0.262981,-0.010401,0.014460,-0.273442,0.847638,1.406258,-0.454705,1.360018,0.846152,-0.785044,-0.250214,-0.142553,-1.124515,1.518689,1.111564,0.284224,1.452668,1.587284,-2.068610,1.079799,-0.018577,0.321956,-0.943312,-0.946136,1.109272,-0.306055,-1.038962,0.521151,-1.175138,0.711956
variable_226,0.601317,-0.040263,0.935283,-0.611191,0.317842,-1.993767,0.381723,0.519267,-1.252486,1.288610,-0.661648,0.151691,-2.284009,-0.231846,0.727379,-0.652247,-0.146369,-0.480832,-0.353842,0.277769,-1.673058,-0.874011,-0.677337,-0.952882,0.644181,0.245450,0.904014,1.652110,-0.841894,2.275718,1.103659,-0.074164,0.185977,0.034431,0.516223,0.374264,-0.348301,1.093004,-1.517138,1.679436,1.459859,0.572054,-1.674958,1.565779,0.228907,0.090542,-0.246349,0.780776,2.055886,0.836315,-0.052811,1.124525,1.625161,-0.912622,-1.061545,1.342610,-0.202665,0.300608,-0.315257,0.294818,-0.765694,-1.475259,-0.398420,2.630835,-0.573490,-0.744058,1.039995,0.787409,1.663373,0.301640,-0.304593,-0.904045,-0.412144,-0.430513,1.072544,-0.467505,-1.578537,-0.147380,0.724370,-0.318652,0.844889,-1.563088,-1.453417,-0.732893,-0.096324,-0.107423,0.588349,0.729237,-0.951867,2.360231,-0.982371,-0.673855,-0.298620,-1.388114,1.147117,-2.171787,1.153947,0.378189,-0.842429,0.614368
variable_227,1.150896,0.773449,-0.926965,1.426864,-1.657730,-1.270066,-0.203375,-1.281440,-1.466518,0.286193,0.222623,0.019971,-0.017845,-0.983886,0.529876,-0.362116,2.014383,-0.655015,1.404800,0.362481,-0.606772,0.223664,-0.461030,1.980238,0.574781,-0.077948,0.871833,0.581534,-0.755586,0.391805,0.712749,-0.323225,0.196764,-1.126441,-1.036855,-1.306269,1.266112,0.080094,-0.502831,0.497071,0.848981,0.792548,-1.322582,0.420801,0.554994,-0.311492,1.376351,0.716690,-0.858749,0.833381,0.755110,0.769319,0.876959,0.800865,1.354068,1.555751,0.748954,-1.435801,0.090707,1.037402,1.025006,-0.637929,-0.397239,2.822010,-0.972424,1.972556,0.127122,0.201503,-0.896924,0.344481,-1.003401,1.180057,0.449061,0.823008,-2.227597,0.699928,0.667342,0.218520,1.428803,-2.161496,-0.903648,-0.626788,-0.362325,1.407474,-2.086456,1.754474,-0.151850,-1.718267,2.118650,-0.691927,1.458097,-0.267663,0.279263,0.023925,0.539157,-0.973505,-0.689951,-0.963602,-1.328479,-0.677335
variable_228,0.922911,-0.062678,-0.041922,0.616691,-1.268974,0.505949,0.191473,0.560865,0.653454,-0.882748,0.125637,0.061144,-0.265107,0.227598,0.090555,0.929958,-2.684992,0.588568,-0.059103,1.049869,-1.307508,-0.139998,-0.443752,0.668626,-0.552721,0.612988,0.486697,1.402357,0.228068,-0.851764,-0.188793,1.745381,-1.653044,0.382127,-1.199225,-0.647289,-0.577099,1.014241,-1.240774,-0.217764,-0.972886,0.349027,2.840286,1.421506,3.528014,0.877476,0.024639,-0.884959,0.173779,3.426837,-1.673010,2.244495,-1.117768,-1.922256,0.577939,0.159624,-1.331079,0.353486,1.147873,-0.128423,1.098217,-0.224418,0.685567,-1.711860,1.138441,0.888976,0.273628,-0.873754,1.025143,-0.154941,0.482385,-0.145813,1.214279,-0.603621,-0.764199,-0.472031,0.998617,1.152308,0.525482,-0.831775,0.436923,0.569364,0.416236,-0.232373,1.055776,0.727901,-0.218536,1.184375,0.636468,0.194672,-0.178281,-2.114234,-0.887047,-0.186657,-0.283331,0.323298,-0.292865,-1.692884,1.416739,-0.174652
variable_229,0.038334,0.885088,-0.914823,-0.653001,0.357745,0.717164,1.864985,1.641222,1.865099,0.438418,-1.354526,-0.635210,1.538553,-0.132646,0.527935,0.625825,0.835984,0.537666,-0.057102,-0.345896,-1.358251,-0.062314,-0.102577,0.641434,-2.177458,-0.974735,-0.889837,-0.394779,0.104253,0.418303,-0.039930,-0.504113,2.830158,0.734636,-0.368769,0.303433,-0.130427,-0.504401,-1.344652,0.615875,0.767961,0.123681,0.673450,-1.049438,0.201131,-0.372660,-0.827324,-0.923277,0.298244,0.934299,-1.134034,1.297092,-0.586167,-0.569875,0.940450,-0.523240,-0.737569,-1.280722,-0.491753,-0.379486,0.454288,0.727099,-2.552893,1.438183,-1.352038,-1.189809,1.116031,-0.832628,-0.460186,0.069273,0.648535,0.621559,1.588489,1.152424,0.940864,-0.413360,-0.607452,1.038715,-1.411194,0.343360,-1.461731,0.213607,0.240379,1.739737,1.178162,1.034453,0.293810,-0.011227,-0.807968,-0.287465,-0.987402,0.777238,-0.296796,2.303215,-0.643799,-0.441796,-0.955519,1.083077,0.327558,-1.682026
variable_230,0.754020,0.518673,-1.003172,-0.938598,-0.876501,1.172487,1.294375,-0.161007,0.556164,-0.096260,2.213913,-0.132728,0.808300,-0.025278,0.546412,0.186908,-0.909794,-0.240017,-1.351608,-0.585108,-0.874593,1.330426,0.943363,-0.717891,1.288341,-0.746008,0.076730,2.956154,0.372793,-1.067124,-0.570821,0.018366,0.244847,1.784491,-0.788192,-0.347578,1.302021,2.268678,0.981360,1.081010,0.214203,-0.095659,0.977086,0.966414,-1.803411,-0.357745,0.691951,-1.899742,-0.320341,1.394555,0.318770,-0.811789,0.696663,0.655753,-0.127272,1.081277,2.058088,-0.642825,1.690425,-0.672046,0.311570,0.607686,2.060846,-1.082581,0.587878,1.344942,2.025605,-0.240079,-0.364138,-0.862852,-0.877786,-2.346857,1.187024,0.059668,0.113357,-1.441286,0.446521,1.085454,1.124541,1.613868,0.596189,0.013244,-1.586086,0.842556,-0.315097,-1.234925,-0.362607,0.446685,0.536709,1.339464,0.288337,-1.867560,0.110148,1.094072,-0.511805,1.218163,-0.782216,1.577460,-0.232091,1.095598
variable_231,0.343585,-0.227632,0.325357,-0.392312,0.966304,-0.080269,0.834821,0.738891,-0.451947,-0.781997,0.795180,-1.642260,-1.080464,1.708384,0.190944,0.631415,0.137845,-1.272869,-0.492497,-1.203155,0.684015,-0.698943,-0.426523,-1.219945,-0.807644,2.248288,0.699852,-0.707483,-0.395487,-0.070525,-1.037973,-0.684443,0.778608,-2.323819,2.302687,-0.319152,1.770020,1.866988,0.872458,0.150244,0.009934,1.324591,1.261856,-1.153836,-2.401549,-0.628805,0.018127,-1.756635,1.041527,-0.658829,-0.244264,1.057356,0.933290,0.484280,-0.123735,0.754623,1.379512,0.389524,1.149117,1.955604,1.269911,1.429487,-2.411280,0.335009,-1.129386,0.085517,-2.558110,0.639054,0.099238,-0.640303,0.098909,0.747411,-1.625178,-1.500363,0.322461,0.592275,-0.648678,-0.292387,0.507799,-0.144707,-0.492556,2.200843,-1.771919,-1.267614,-0.268163,-1.003758,-0.401389,0.539009,-0.882650,0.990322,0.148293,0.982132,-1.482307,-0.347460,-1.002374,-0.186363,-0.962829,-0.577596,-1.965377,-0.013675
variable_232,-0.259417,0.342572,1.032242,-0.753748,-0.038030,-0.295263,-0.418314,-0.946119,0.165792,-0.195691,1.084025,0.328549,0.101475,0.165362,-0.359706,-0.043584,-0.029763,-0.237254,-1.050597,1.166142,0.259278,-1.134439,-0.001310,-0.181977,1.468066,0.748446,-0.135669,-1.648534,0.370330,-1.149669,-0.885165,1.120262,0.667207,-0.844329,1.357781,1.544141,-0.863897,-0.192996,-1.255720,-0.452898,0.706387,0.599970,-0.543791,1.258974,1.228691,0.442061,-0.491761,-1.751448,-0.429808,-1.288170,-0.748719,0.726663,-0.055213,0.062341,-2.008871,-0.841116,-0.289970,-2.283994,0.577263,0.373253,-0.847891,-0.182447,-0.621869,1.128915,0.090931,-0.840163,0.784843,0.635581,1.532256,-1.785107,0.999033,-0.716733,-1.734818,0.237111,0.935867,0.141253,0.013810,-0.165875,-0.335942,-1.382943,0.221262,0.700297,0.497898,-1.103045,2.297741,0.876107,-1.894519,0.893117,0.358798,-1.060858,-0.775266,0.580010,-1.001577,-0.102261,1.191355,-2.037082,-1.392782,0.340292,-0.664492,0.278352
variable_233,0.505646,1.291493,0.199679,-0.987988,0.477297,0.158920,-0.588721,0.532683,-0.009967,1.706669,0.183501,-0.955584,0.070734,-0.052059,0.316841,-0.716206,-0.653381,-1.208027,1.148948,1.798136,1.019565,0.901466,-0.353422,0.283187,-0.885840,-0.395574,0.122953,-0.917552,-0.457371,0.308946,0.511622,0.239827,-0.213976,0.991416,-0.169226,-1.124240,0.997635,-0.743569,0.449021,0.233182,1.918334,0.276534,-0.219936,-0.282247,0.032081,-0.515433,0.088306,0.075258,0.368264,0.147726,0.831925,-0.511580,-0.898339,1.002860,0.767492,1.474060,1.366152,-0.136986,-0.012606,1.314921,-0.015012,0.639821,1.127675,0.336132,0.715034,0.007341,0.258078,-0.229686,1.119620,1.233124,2.071268,-1.167584,0.043108,0.429914,0.064008,-0.160419,0.533840,0.609702,1.448086,-1.039847,-0.335626,0.446786,-0.291166,-0.577342,0.771313,0.488550,0.443418,-1.734233,0.170791,2.219074,-0.008525,-1.501932,0.734302,0.042774,0.180908,0.108842,-0.979044,0.026382,-0.480961,-0.277129
variable_234,0.378705,-0.303878,-1.739189,-0.661225,-0.326213,-1.457333,2.393808,0.910531,0.209392,-0.378840,-0.710171,0.294043,-0.730566,0.509556,0.589689,-2.243107,-0.233817,1.235776,0.284443,-1.303494,2.098805,-0.443257,-0.483707,0.080545,-0.816912,0.457595,-1.033780,1.078013,-1.124916,0.828817,-0.077800,-1.088076,-1.339625,-0.208248,-0.258881,0.862070,0.528875,1.872393,-0.411186,-2.031879,-2.033299,-1.037113,0.864879,-1.082031,-0.929750,0.134374,-1.362439,0.809383,-0.046744,0.249980,0.475083,0.466200,1.024917,-0.888409,-0.521408,-0.123624,-0.849641,2.294445,-1.208873,-0.074277,1.025510,-1.712001,0.699365,1.226511,0.082188,0.772434,0.167500,-2.166416,0.206768,1.088793,-0.447859,0.327012,-1.585494,-0.053055,2.290371,-0.027989,-0.583193,0.126253,-0.557703,1.058513,-1.662687,-2.032960,-1.297190,0.224816,-0.372011,2.517190,-0.090309,-0.281104,1.997256,-1.221130,-0.550593,0.633540,-0.166163,0.716471,0.283353,-0.806486,-0.651625,-0.706188,-0.831252,0.241534
variable_235,-1.172710,1.669262,1.177200,-0.638795,-0.855611,-0.923733,1.292875,-2.809312,-0.775641,-1.412474,0.099839,0.627240,0.517514,1.639013,0.448824,0.007722,0.638846,0.817485,-1.639540,1.157067,0.967892,0.292255,1.375261,0.648939,-0.830853,-0.029141,-0.243578,0.004222,-0.508554,-0.846681,-1.002735,-1.296974,0.112732,-0.246862,-0.211383,-1.755300,0.364505,-0.789596,-2.852225,-0.134898,0.820157,0.315450,1.916753,-0.511794,0.623288,-1.002151,-0.538379,-1.688036,0.032587,-0.442084,1.098992,-0.378835,-0.070431,-1.614822,-1.153762,0.622688,-0.924933,0.189935,-0.812604,-0.987926,-0.544488,-0.320469,-0.390689,1.859751,-1.994699,0.292640,-0.345245,-0.518145,0.092926,-0.553390,0.229431,0.252510,0.671601,-0.216445,-0.519066,0.672132,-0.667113,0.504239,-0.588184,-0.775247,0.384133,-1.148023,-0.789281,0.675234,-0.643485,1.280041,1.434118,0.101497,-1.141969,-0.118998,-0.067700,-0.486633,2.678266,1.261485,-0.200892,1.598498,0.693520,0.494869,0.908417,0.171366
variable_236,0.049537,-0.530108,1.818765,-0.909073,0.264694,0.012921,1.438513,0.100582,-0.660650,-0.174655,-1.374872,-1.164947,0.546264,-0.973983,0.475510,-0.587984,0.612118,0.007544,-2.178131,-0.852430,0.480903,-0.946585,-0.972010,-0.262576,-0.133782,0.055503,0.102630,-1.007447,-1.057777,0.262955,1.585340,0.710790,-0.835173,-1.152567,0.830851,2.075466,-0.113153,0.800081,-0.760456,-1.161568,0.664746,0.629300,0.501893,-0.015888,-2.999376,1.558642,-0.795614,-0.826961,0.732416,-0.341184,1.320065,0.470048,1.052759,0.198918,-0.374462,-1.323420,0.431243,0.913982,0.798861,0.373547,0.270732,0.825837,0.361329,1.363480,-1.590530,-0.451547,-1.417696,0.184493,0.086119,0.744608,-0.391684,0.399453,-0.178014,0.794875,-1.688840,-1.798260,-1.131980,0.955971,-0.614603,-2.334921,-0.883947,-0.617648,-0.335768,0.780960,0.962293,0.839677,-1.477286,0.382789,0.230914,-1.387396,0.485925,-0.666046,-0.103893,-0.232555,1.526703,1.267482,0.091512,0.275127,0.103032,-0.579298
