variable,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
variable_204,0.837748,-0.682666,2.726776,0.518060,0.590674,0.015592,2.332181,-0.767567,0.514865,2.381212,-1.193669,-2.014430,-0.828214,-0.856879,-2.564121,-0.284773,-0.576480,-2.351259,0.643655,0.556516,-0.323078,0.458145,1.463179,-1.900305,1.085297,0.166633,0.000822,0.051070,-1.574669,-0.827366,-2.205174,0.338247,-1.101435,0.006783,-1.486411,0.802197,-0.807681,-0.894948,-0.241573,-0.288630,0.514156,-0.827479,-0.390215,-0.921721,-1.252803,0.677703,-1.298112,0.738060,0.399776,-0.615276,1.678426,-0.463287,-0.201103,0.559877,-0.388495,-2.546785,1.600852,0.867049,1.665007,-0.707350,-1.551956,-0.199986,2.074102,-2.547108,0.146203,-1.766199,-1.564501,0.116225,0.511979,0.300577,-0.008493,-0.376037,-0.115576,-1.370252,1.291679,-0.946951,-0.723124,1.317534,1.011360,-1.308889,-0.274878,-0.464985,-0.740048,-0.794328,0.632116,0.261387,1.305435,-1.778774,0.643007,-1.259326,-0.122620,-0.154488,-2.481617,0.277255,-1.282278,-0.191351,-0.544935,0.941616,-2.240546,0.684022
variable_205,0.198611,0.544546,0.226261,-1.977427,1.279486,-0.607332,-0.972505,1.054069,-0.291939,-0.936926,-1.156917,-1.603357,0.233832,-0.151316,0.207950,0.005083,-0.914604,0.319031,2.180878,0.553880,0.446588,0.048671,-1.018060,-1.134086,0.638792,-0.566124,0.515081,-0.322271,-0.676904,-1.174254,1.790557,1.058519,0.626433,0.922096,0.158215,0.814781,-0.705643,-2.117928,-0.313242,1.757960,-0.423076,1.150742,0.527375,0.133267,0.426343,1.013826,1.470967,-0.712625,-0.926912,-0.881964,1.179157,3.367922,-1.546274,-0.164291,1.175210,1.443358,-0.013126,-0.315417,-0.695058,1.052503,0.071145,-0.253570,-1.080210,0.610457,-0.112905,1.062351,0.606432,1.496819,1.040129,-0.050904,-0.480933,0.295391,0.643212,-0.920284,1.366195,-0.498450,-0.209283,-0.356248,0.782267,1.482300,0.376857,0.440504,1.368950,0.340989,0.041716,0.874214,-1.566629,0.915801,-0.048285,1.919339,-1.201110,1.266885,-1.369749,-0.177302,-1.484474,0.282185,-0.776881,1.709508,-0.287594,0.570182
variable_206,-0.672835,0.544598,-0.773306,1.408815,0.471485,1.936895,2.577511,0.421225,0.454821,1.652465,0.147897,0.621702,0.342240,-0.234413,1.232879,-0.842149,-0.060593,-1.141714,1.849257,-0.823618,-1.732834,1.757130,0.845275,0.312477,0.691659,0.774518,-0.712690,-0.502414,1.258193,-0.355522,0.511655,-2.053362,-0.422605,1.950067,-0.870734,0.661631,0.314286,-0.724972,0.255130,-1.392258,0.088388,-1.911139,0.662592,2.625836,-0.514238,-0.716777,-0.240474,-1.546491,0.151193,-0.677326,-1.003319,-0.867642,1.515070,1.458629,1.370725,1.402273,0.020820,-0.047481,0.458037,0.531954,-0.551493,-0.558714,0.096945,-0.911497,1.823721,0.097393,0.734902,-1.223089,0.157325,-1.042225,-1.246620,-0.400107,-0.131249,-0.662816,2.431812,-0.862032,0.142073,-0.774417,0.244540,-1.093397,-0.628816,-0.297070,-0.868048,-0.649884,-1.827398,-1.005440,-0.244718,-0.110668,-2.783813,0.085982,1.441547,0.595623,-1.225482,-1.030106,-0.005971,0.635012,-1.022204,-0.835705,0.635817,0.742123
variable_207,-0.533916,-0.379691,-0.685876,1.420179,-1.047492,-1.651541,0.847903,-0.553461,2.379889,-1.198845,0.251861,-0.363683,-0.187140,-0.402577,-0.379997,0.242433,-0.260692,-1.638341,2.577059,0.050021,0.635206,-0.666995,-0.755016,-1.004146,-0.414229,2.405941,0.637544,0.677270,-1.223987,1.460358,0.767133,1.838255,-0.827321,-0.353689,-0.385822,-0.189729,0.396674,1.733052,-0.377194,-0.034160,-1.236107,1.441179,0.539755,1.872014,-0.187390,0.060236,-0.429403,-0.789314,-0.403779,0.562489,-0.703696,1.025121,1.622432,1.209984,-0.765828,-1.300549,0.214578,1.486038,-0.420555,0.340445,0.511416,0.732329,-0.721026,0.516226,0.916293,0.369728,-1.561511,-0.660626,-1.703714,-1.637993,1.197862,0.984943,-0.610238,0.379517,0.060558,-0.036854,-1.034189,0.071243,0.488532,1.219381,-0.786207,0.492308,0.010228,1.463147,-0.682239,-0.479103,0.277997,0.535568,-0.389086,0.030955,0.923630,-0.012024,0.322385,0.417115,0.138147,-0.100868,0.557068,-2.076429,0.022733,-1.650565
variable_208,1.183062,0.435401,-1.289426,0.596638,-0.177133,-0.120362,1.047993,0.677335,0.550036,-0.916676,0.530357,-0.414950,-0.537551,-0.981904,0.850892,-1.334875,-0.828912,-0.162583,-0.252857,-0.947600,1.518621,-0.799720,1.456502,0.048527,-1.054482,0.076360,0.591135,-0.514583,-1.611142,-0.166764,0.668988,1.738384,0.569625,1.399634,-0.536120,0.311730,0.084144,-0.748063,-1.012480,-1.775527,0.197240,0.569101,-0.651966,1.324712,0.300075,-0.723660,-1.260272,1.691033,1.690537,-0.875366,-1.017425,-1.177851,-1.455685,0.915521,-0.138352,0.436122,0.321629,-0.159634,0.997368,0.479656,-1.286713,1.200741,0.097551,-0.433647,-1.012113,2.499014,0.232067,-1.750282,-0.470046,-1.160052,0.231262,1.348901,1.172210,-3.431989,0.866715,2.624424,-2.206911,0.270858,0.496607,-0.451707,0.813236,0.286234,0.541986,-1.194911,0.153541,-0.987250,1.032478,-0.771547,0.508751,-0.090758,-0.136197,0.057754,-0.215157,-0.188591,0.069811,0.995962,1.641975,-1.125663,-1.279123,0.483104
variable_209,1.236144,0.056555,-0.123301,-1.485073,1.600853,1.816867,1.418360,-0.908709,-1.154228,-0.937823,-0.688733,0.860417,0.420131,-0.046746,0.606113,0.296365,-1.074373,0.123647,-0.003439,-0.215692,-0.329240,-0.463221,-0.796918,1.024109,-0.669171,1.109531,-0.652574,0.930324,0.198065,-0.045671,-1.134610,0.941875,1.235475,1.600152,1.752426,0.590922,0.949210,2.577530,0.391720,-0.062267,1.016367,0.304694,0.539244,-0.171345,0.145372,0.692728,1.502280,-0.225987,0.327843,1.228694,-0.711553,-0.233609,-0.551178,-1.024454,0.481668,0.663286,0.963085,-1.455946,-2.084348,0.798087,0.689640,0.402274,1.048670,0.179154,-0.869220,-0.340789,1.748376,-0.370295,-1.369826,0.098544,0.098232,-0.247296,1.418016,0.791019,0.020647,-0.013936,-0.654884,0.134776,0.306324,0.026444,1.231908,-0.216076,0.390492,-1.109183,0.720525,1.490935,-0.907282,0.021152,-0.857111,1.374406,-1.286326,0.783411,-0.220809,1.511994,-1.820037,1.216183,-1.056723,0.086163,-0.192794,-1.140105
variable_210,-0.875146,-0.630303,0.165799,0.962630,-0.157503,-0.490854,1.598591,-0.173285,-0.044778,-1.005338,1.620293,-0.045383,0.850135,-1.627213,1.266916,-0.168648,-0.280360,-0.360025,-0.737837,0.503225,-0.800555,-1.159180,0.173945,-0.068416,-0.129276,0.095545,0.628542,1.084089,-0.565258,0.529864,0.956315,0.413092,-1.124145,-0.438097,1.190425,-0.568131,-1.053301,2.256518,-0.452883,0.674843,-0.115810,1.704588,1.164265,0.061291,-0.755482,-0.494055,1.541633,-0.284584,0.935914,0.062732,1.355645,-0.089238,-0.147540,-0.190483,-1.248454,-0.015252,0.430432,0.297751,0.084208,-0.050865,-0.137528,-0.942767,0.432508,2.062531,0.557865,-0.781723,0.194841,-1.641651,0.316070,0.456710,0.709152,0.302161,-0.063962,-0.085155,0.095762,2.173741,-1.392111,-1.393163,-1.266552,0.144649,1.059630,-0.349809,0.047609,-1.080869,0.796471,0.940835,0.259619,-1.375610,0.269921,-0.569786,1.057131,-1.389901,0.421064,0.086958,-0.213381,-0.595745,-0.535665,1.714506,0.356034,1.971222
variable_211,-0.306872,0.839032,-0.176851,0.762761,0.597148,0.443908,-0.493863,0.773521,0.756474,-0.626385,0.340618,-1.071017,-0.397582,0.683148,-1.681094,1.450773,1.008034,0.530214,-0.434252,-0.893782,-0.999102,0.120184,1.251656,0.209332,-0.712388,1.434014,-0.550298,1.728086,0.326948,0.321430,0.828219,-1.641782,0.111192,0.956786,0.959034,-0.180109,-0.358394,-0.596842,0.998267,0.182051,2.349728,1.989124,-1.419458,-1.136509,0.018472,0.464530,-0.632995,0.440792,0.686034,0.558234,-0.658640,0.235770,1.913496,0.714294,-0.350561,-0.514380,-0.861581,-0.400604,1.298217,0.639529,-0.150384,-0.259186,-1.739797,-2.554194,-0.164361,0.906372,-0.496965,-0.056751,-0.786017,-0.165913,0.302986,1.321619,1.011062,-0.303326,-0.398722,0.369509,1.226769,0.097441,0.941580,0.318309,-1.368016,0.772230,0.527782,-0.150142,1.074151,0.522708,-0.233323,-0.813482,0.750091,2.131818,-0.302533,1.091656,1.268952,0.409695,0.521381,1.114655,0.187169,-0.712286,-1.046674,0.628422
variable_212,-4.368556,-2.909540,-2.632575,-2.909368,-3.876665,-1.677713,-2.416363,-2.498019,-3.049388,-2.632481,-2.960637,-2.703399,-2.586073,-1.066645,-2.050855,-3.210260,-3.348095,-2.878885,-1.049460,-3.463040,-0.446226,-3.644994,-2.056514,-4.076895,-3.050446,-1.084424,-2.103944,-1.895249,-4.241585,-2.623942,-2.677456,-2.904857,-2.929828,-3.554166,-3.002325,-3.193516,-2.876412,-2.541417,-2.238552,-3.227471,-2.463330,-4.403862,-2.292914,-2.325669,-0.228714,-2.262373,-0.587438,-3.123964,-2.395199,-3.766429,1.837574,3.464808,2.631092,2.658972,2.927955,3.334286,3.751527,2.394601,2.109713,3.888534,1.510077,2.446082,3.968978,3.185111,2.480948,4.269994,2.272669,3.293151,1.615510,1.726327,2.425105,3.884318,1.034015,2.650936,2.690121,1.084925,1.738440,2.268109,1.719324,3.696808,2.498950,1.635076,3.313600,4.921044,2.422729,0.433604,2.232112,3.604763,0.994747,1.552823,2.231225,3.715730,2.234619,2.873875,2.967996,1.537259,1.876445,4.466493,5.256446,1.819754
variable_213,-0.566814,-0.378941,-0.298946,-1.048313,0.261285,-0.779725,-1.509584,2.946640,-1.427920,1.925164,-0.464606,-0.890949,1.479744,-1.166893,0.414456,0.584346,0.261503,1.181304,-0.040519,-1.697527,0.022498,0.197475,-1.124912,-1.365289,0.467300,-0.252540,-0.688371,0.036827,1.955198,0.287110,-0.227025,1.218275,1.093499,-0.146258,0.078622,-1.354237,0.280074,-1.176572,1.441690,-0.023254,-0.686306,-0.799927,1.707875,-0.213813,0.700314,-0.556517,-1.153808,0.269611,0.740269,-1.572594,-0.334713,0.259907,0.668270,0.792160,-1.060574,-0.590556,0.219692,-0.002931,-0.934840,0.283887,-1.290593,0.216715,-0.400679,0.355791,-1.142359,-0.079608,-0.041974,0.905752,-1.935618,1.658665,0.849920,-0.457101,-0.307497,0.484381,2.182435,0.633548,1.234834,-1.135887,1.196577,1.410611,0.861444,-0.659419,-0.053059,-0.841668,0.469379,1.576172,0.590394,1.822565,-0.818715,2.013955,-0.410364,0.558685,-0.534570,-0.412782,1.492531,-1.110892,-0.048953,0.604188,2.116393,0.416929
variable_214,0.289564,-0.100277,0.703817,-1.111935,-1.105187,0.174836,-1.042671,1.577053,0.890612,0.028035,-0.349334,-1.094753,0.644747,-0.479984,-1.093300,-0.738638,-0.167011,-0.603767,-1.465860,-0.401374,0.906270,0.267515,-0.024786,-1.391836,-0.213398,-1.831972,0.121677,0.450456,1.228525,0.865643,-0.074890,-1.265776,0.374364,-0.396679,-0.270678,-0.410864,-0.439647,-1.671996,0.684562,-0.268971,-1.212694,-1.239326,0.055926,-0.731743,-0.790971,-0.432760,-1.376649,-0.863227,0.118356,0.023694,-1.393481,-0.296047,-0.753732,0.564060,-0.677854,-1.658610,-0.220349,-1.418528,0.128056,0.279621,0.416479,-1.475298,-0.156850,0.413526,0.177972,0.609591,-0.457483,0.314242,-0.334384,-0.812611,-1.053951,-1.423106,0.044455,-1.861424,0.887530,0.425723,-0.635718,-0.347854,-1.032160,-0.352737,-0.258931,0.158225,-0.588763,-1.367448,-0.085194,1.328605,-0.748212,-0.675907,-0.219856,1.045830,-0.898556,0.609088,-0.392573,-0.365584,1.088965,-0.076015,-0.732191,-1.180308,0.626288,-0.588788
variable_215,-0.598053,-1.007644,-0.600513,-1.432358,-0.440922,0.709714,-0.965545,-0.880287,-0.997403,0.160514,1.298337,1.454036,-0.226265,0.915838,0.659404,-0.128072,-1.330289,0.614256,-0.468475,-0.770275,0.903644,0.642488,1.203176,0.406935,0.049548,-0.295294,0.542109,-1.140578,-1.505150,-0.714379,-0.558306,0.596699,-0.244195,-0.123299,-0.610706,1.823530,0.132528,-0.137414,-0.234558,-0.230141,-1.066679,-0.473177,-0.507093,-1.036062,0.688738,1.130904,1.063920,1.502698,1.690091,0.620429,0.574245,0.013233,-1.808674,-0.341810,-0.856482,-1.778644,-0.101422,-0.509143,-1.083356,-0.811226,-0.376760,-0.001691,1.377839,0.080603,-0.011722,-1.188249,-0.078818,0.282899,-0.155903,0.302283,-0.234460,0.424503,-0.404014,-0.219479,0.154961,0.043498,-0.644189,0.033084,0.131286,0.034365,1.333692,0.973493,-0.830875,0.510967,-0.390819,0.129245,-1.433572,-0.603865,-0.204919,-0.603010,-2.224846,0.227533,-0.347700,-0.608760,1.655516,-0.004430,0.852192,0.642921,0.816587,-2.615245
variable_216,-2.135937,-2.093631,-1.979078,-4.225976,-1.852201,-3.166067,-0.928532,-3.043702,-2.955823,-3.478933,-2.855727,-2.724593,-1.913515,-2.782671,-2.233783,-3.230313,-3.033043,-2.150872,-1.407975,-2.975847,-3.065510,-3.186190,-2.810238,-1.108927,-3.370902,-2.851028,-2.631970,-0.804015,-2.874652,-1.801634,-2.876571,-3.685401,-2.110825,-2.729168,-3.002728,-0.989877,-2.775194,-1.271265,-3.565084,-2.142093,-2.549981,-1.187973,-4.165285,-0.863288,-3.241667,-2.177021,-3.699249,-1.797720,-3.252824,-1.840661,4.119773,1.278391,4.486150,0.581663,4.618849,3.791202,2.136957,3.623375,2.597528,1.021922,3.166409,4.191345,4.202314,2.924882,4.230597,0.806646,1.000265,2.878567,2.907967,1.628196,1.814954,3.562736,1.023027,3.039075,2.876567,3.181079,2.432951,3.195126,2.771232,3.721558,2.837651,3.163064,-0.159854,0.225780,2.492422,1.563246,3.375421,1.927273,3.292101,2.463866,4.127871,2.272184,0.863751,1.965752,1.217664,3.471131,3.758322,2.541212,2.800631,2.232433
variable_217,-0.842059,0.869795,-0.368501,-0.155442,-0.906881,0.286031,-0.846258,1.040481,-1.161754,0.223450,1.467280,0.621190,0.607653,-1.514846,-0.716410,1.614917,-0.647991,0.696594,-0.947535,0.505035,0.083254,-0.358809,-0.780122,1.238434,1.573590,-0.194627,-1.732610,1.127125,0.841265,0.103085,-0.338890,-0.829983,-3.025475,0.172963,0.243911,0.133438,-0.751377,0.205832,-1.904524,-1.099301,1.724547,0.437036,-1.530723,-0.050229,-1.016872,-0.698162,-1.226162,-0.373096,-0.617703,-0.331991,-0.749416,0.424685,0.111032,2.126915,0.447184,-0.760019,-0.993998,-0.507888,0.936431,1.684795,2.739569,1.129416,-0.426851,0.182980,-0.156351,0.515535,-0.009681,1.371799,-0.862754,0.094458,0.196034,-0.831005,-2.835630,-0.128266,0.031379,-0.270984,0.245016,-0.997844,-0.799583,-0.469549,0.272617,0.829402,-0.030391,-1.251641,0.035727,-0.677554,1.108449,3.297403,-0.202375,0.075574,1.621716,1.181546,-0.021980,0.051653,1.300110,-1.125130,0.336089,0.954010,0.387568,-2.614445
variable_218,-0.082242,-0.715116,0.320418,0.680580,0.915246,-0.650727,-0.131415,1.764170,-0.893633,-0.138656,1.669185,-1.675845,-0.513733,-0.120027,0.420567,-0.853058,2.021353,-1.488512,-0.437197,1.367091,-0.237788,-0.252246,1.278125,1.668615,0.640584,1.286559,1.502133,-0.751870,-1.355424,0.174379,1.784726,-1.057401,0.079942,-1.113092,1.747936,0.103511,0.162215,0.962405,-0.167495,0.487835,0.642011,-0.884186,1.330868,-0.163341,-0.274552,-0.240592,-0.314772,-0.605175,0.256105,-0.470310,-0.508188,0.536648,0.498313,-0.630108,-1.869303,-0.101006,0.552569,1.586178,0.316038,0.688185,-0.608498,-0.672911,-0.601020,-1.087980,0.472555,-1.694129,-0.310629,-2.502643,0.243962,0.267415,0.015798,0.300519,-0.090675,0.339229,0.077135,2.247731,-0.245350,-0.307151,0.155969,-0.369719,0.633234,-0.441683,1.617422,0.207314,-0.857163,-0.604012,-0.726452,0.582896,-0.685352,-0.220301,1.043840,-0.219433,1.771690,-0.627218,0.537708,-1.943648,0.971603,-0.385554,-0.496369,1.008932
variable_219,1.065424,2.590509,-0.081758,1.394152,0.090479,1.023901,0.813932,0.315198,-1.730342,-0.784691,0.088025,0.445559,-0.926882,0.802715,-1.355942,-0.038135,0.235884,0.410873,1.092575,0.699136,-1.185310,1.386077,-2.937100,-0.186729,-0.116434,-0.391671,0.357777,-0.127305,0.208953,-2.000743,1.381671,-0.555532,-0.153300,0.902450,-0.075436,0.448143,-1.341082,-1.316905,-0.030897,1.615334,0.714202,0.655932,0.549454,-1.169138,1.977351,1.400375,0.548220,-0.082850,1.071028,0.190785,0.462212,0.134822,-0.134231,0.411411,-1.389771,-0.186362,-1.846353,-0.637347,0.650223,-1.556177,-0.642301,0.518846,1.047374,0.240241,0.736916,-0.409173,-0.393016,-0.192579,0.202131,0.846084,-0.667762,-1.935239,0.024724,0.836334,1.966112,-0.283750,0.797210,1.020391,1.366793,-0.994233,-0.468864,-0.606616,2.529005,1.531224,-0.147267,0.531594,-0.768193,0.245338,1.419848,-0.217965,1.494846,-0.067097,-0.746042,-0.083605,3.280967,0.317460,-0.143892,-0.007237,-1.066052,0.016156
variable_220,-0.241648,0.361274,-0.684894,0.274968,-0.416390,-1.435129,-1.954098,1.635655,-0.245581,-0.055561,-0.156396,-0.636080,1.155199,0.498359,-0.861350,-0.384230,-0.308702,-1.295935,1.739351,1.751454,0.107617,1.763270,1.029357,-0.598762,0.401242,1.029239,-0.795128,-0.334490,0.008625,-0.241985,2.028763,1.335519,-1.128569,0.085010,1.287627,0.797311,1.461298,-1.145068,-0.260971,0.120888,-0.897865,1.529341,-0.395522,-1.067601,-0.123507,1.414961,2.187484,0.071422,-0.750350,0.263568,0.197837,0.866294,-1.251922,0.666052,-0.180506,0.526767,-1.739265,-0.907590,0.112399,-0.263809,1.348964,-1.039370,0.253597,-0.514263,0.133055,-0.318482,-0.701100,0.458747,-0.341715,0.372245,1.574569,-1.695225,-0.138917,-0.301181,-0.824222,-1.627910,0.169886,-0.112031,0.396824,0.957131,-0.127504,0.138935,-0.824604,-0.100565,0.341681,0.891448,0.678968,0.820446,-0.837787,-0.581224,1.237985,0.519725,-0.597332,0.778013,-1.276530,1.806052,2.908358,0.585585,-0.230178,0.829712
variable_221,-1.360703,0.500541,-1.166067,0.158723,0.699082,0.831954,0.404427,0.378209,-0.526768,1.004409,-0.082944,-1.547951,-0.982558,-0.340726,-0.809869,-0.786655,1.510622,0.105202,1.076400,-0.328541,1.036386,1.683895,0.066268,0.961636,-0.057493,0.267673,-0.250128,-1.022146,0.954464,-1.006938,-0.322907,0.412436,0.335214,-0.330723,-1.437035,-0.088830,0.396983,-1.038281,0.656886,0.015507,-0.331297,-1.424551,-1.132920,-0.671264,-1.358151,-0.644996,1.949575,-0.152767,0.717683,-2.022522,-0.273527,0.784690,-1.263705,0.444192,0.891382,-0.494122,-0.877820,-0.705938,0.252838,0.257877,0.078418,0.050803,0.061143,-0.273011,-0.127429,-2.805567,-0.301606,1.366371,-0.671628,0.162960,-0.725181,0.442014,-0.648664,-0.391778,-1.946335,0.518294,2.812706,-0.607541,0.176205,1.140968,-0.548118,-0.187134,-0.335029,0.213005,0.246605,-1.094031,-1.386401,0.215800,1.240069,0.820904,-1.836808,1.772233,-0.403471,0.101701,0.201988,-1.542167,-2.059061,-0.780911,-1.505133,-0.135587
variable_222,-0.064047,0.890469,0.374022,-1.368219,-0.645016,-0.216096,0.436875,1.644539,2.253471,-0.371758,0.710967,-1.311986,0.823903,1.919325,-1.438486,0.027000,0.625151,-0.213311,-0.661197,-0.658750,0.361240,1.687536,-1.328686,-2.721739,-0.042822,-0.030449,-0.542239,0.641601,-0.061861,-1.229496,0.254675,0.454420,0.963519,0.915505,-0.264841,-0.667148,-1.600630,2.613968,0.740396,-0.553219,1.481061,-0.957615,-0.091429,0.200609,-0.240371,0.026077,-0.515003,-1.288528,-1.057126,-0.343485,-0.153845,-0.708510,-0.146635,0.100831,0.156990,1.478190,-0.886493,1.343721,-1.260127,1.604428,1.940233,-1.072883,-0.931856,-0.763054,0.444035,-0.774444,-0.308656,-0.945031,-1.491679,-0.914333,0.165411,1.149832,0.925284,-1.261964,0.727076,0.356593,0.229209,0.527904,0.439759,0.032011,-0.500490,-0.770137,-1.072974,0.473002,0.132698,-0.487221,-0.535743,2.409157,-0.864231,-0.151306,-0.565262,-1.325451,-0.695342,-1.736124,-0.496674,-0.359736,-0.889009,-0.288524,-1.227750,-0.058547
variable_223,0.082507,-0.538470,-1.291380,-1.178598,-0.119850,-2.037513,-1.119037,-2.743945,-1.430941,1.308934,0.447913,1.606158,-1.122040,-0.235678,-0.643851,-1.924041,1.104739,-0.658329,-0.145872,-0.016102,-1.790569,1.314217,0.688229,-0.832400,-1.107355,-0.097760,-0.860922,1.044520,1.624304,-1.179248,1.430464,0.251041,0.774648,-0.138311,0.401490,0.708696,0.702774,0.815286,0.203411,0.783407,-2.523908,3.226317,-1.609114,-1.019377,1.837507,-0.166117,-0.633538,0.697648,0.622674,0.353338,-1.162593,-0.970140,0.959064,1.106995,-0.254491,0.987855,-0.310952,-0.511177,-0.433858,-1.086801,1.698744,-1.794066,-0.201098,0.646532,1.028862,-0.292561,0.207676,-0.088316,0.268776,0.946500,0.134508,1.091356,0.270786,-0.813485,0.091651,1.221785,-0.205484,0.375184,-2.047478,-1.626924,-1.247975,0.224468,-0.857233,1.497070,-0.847173,1.030716,-0.606578,0.483947,-0.037352,-1.003991,0.965679,0.229187,-0.412540,-0.663249,-0.784629,0.806559,0.543611,0.770535,-0.912983,-0.202189
variable_224,0.203443,-0.262298,-0.994568,-2.315714,0.446202,0.946523,1.236699,0.509858,-0.675710,1.728197,-0.617817,0.186151,1.746517,-0.402908,-0.463408,1.511492,-2.533227,0.020859,0.197887,0.230906,0.010602,0.080412,0.732038,0.487698,-1.200530,0.757797,0.457786,0.168592,1.070355,-0.242868,0.908440,1.808731,-0.038354,-1.254845,-1.609463,-0.406271,-1.076335,0.886381,0.478706,1.441583,-0.344513,-2.565783,0.278454,0.505893,0.865591,0.243318,-1.115581,-1.096533,1.656734,1.242106,-0.527022,-0.357967,2.276228,0.507431,-0.099219,-1.435272,0.991884,-0.068358,0.336839,1.087607,0.763537,-2.099876,0.516310,0.509707,-0.649136,-0.604703,0.800098,-1.096428,0.000284,1.578601,0.024563,-1.403424,-1.646142,0.850864,-1.382437,-0.639734,-0.744306,0.559529,0.069986,0.049963,0.875120,1.134914,0.753798,0.613208,0.630857,-2.722410,-1.009407,0.332906,0.994603,1.189221,-0.677086,1.876579,-1.138050,-1.307031,0.122635,0.422959,1.265229,-0.151582,-0.963309,1.215581
variable_225,0.802988,0.502640,-1.695863,-0.443503,-1.142696,-0.610301,-0.964410,2.582154,-1.512434,1.166851,-0.512074,0.668777,0.369853,0.198500,0.924526,1.462225,1.268836,-0.679241,-0.245351,0.108043,-0.796771,2.519433,-1.164206,-0.134587,1.566922,-0.073423,-0.970983,0.848961,-1.061559,0.893393,-0.127007,-0.147156,1.355439,-0.924728,-0.393232,0.360198,0.119580,0.284959,-1.098318,-0.133377,-1.788853,2.245130,-0.622627,0.817201,-0.691379,0.015951,2.072719,0.202997,-0.779653,-0.291522,-2.454869,0.171153,0.540721,-0.804776,0.715805,0.306441,0.218951,0.918512,2.271407,-0.368428,-2.071926,-0.244386,0.646336,-0.028266,-0.452920,1.566863,1.297881,-0.032648,-0.506760,0.475285,-1.233447,-0.914595,1.139495,0.747291,-0.244081,0.078002,1.958952,-0.019575,-1.194813,0.375463,1.512196,0.373158,-0.907504,-0.222846,0.892082,0.311285,-0.823613,0.430277,-0.528410,-1.096440,2.118291,0.321303,-1.370681,-0.697234,-0.103369,0.676642,-0.455630,0.062613,-1.886504,-0.740380
variable_226,0.645177,-0.108051,1.923283,-0.058694,0.428639,3.102989,0.751951,-0.068486,-0.155090,-0.322129,0.866378,0.069692,-0.112289,0.274094,0.290055,-0.920220,-1.082146,1.518691,0.860272,-0.703831,-0.196143,-0.421440,-0.166519,1.507456,0.400106,-0.080126,-0.642219,2.179717,-0.721389,0.489341,-0.355814,1.254712,-1.766025,0.291920,-0.418111,-2.178089,1.311244,-1.078590,1.408021,0.410857,0.510616,0.346097,-0.971164,0.358132,-1.934425,0.275126,0.419253,0.553891,1.059488,-1.102676,0.982773,1.404728,1.719278,-1.548734,0.703517,-2.472898,-0.616746,0.408199,1.254644,-1.036426,0.410102,0.544789,-1.008626,-0.677242,0.956916,-0.871072,-0.181991,-0.815971,0.838087,1.224383,-1.467863,-0.442329,0.059450,0.367047,-0.568809,0.621492,-0.377866,-0.316109,0.397229,-0.044740,0.860537,1.009696,-1.031283,1.238394,1.177858,-1.118872,-1.115627,-0.663081,1.016973,0.098899,-0.293459,-0.940202,1.168100,-1.019925,-0.547495,0.138153,0.103664,-0.382404,0.860485,-1.230222
variable_227,2.801028,0.345486,1.382492,1.331867,-0.173401,-0.232555,1.079995,1.814535,-0.998463,-0.615351,-0.259351,-0.986851,-0.663459,-0.323032,-1.176610,1.340106,-0.261003,0.459465,-1.012473,-0.868446,-1.448624,-0.840698,0.314986,0.416418,-0.617193,1.680824,-1.961304,-0.145243,0.418384,0.104379,-1.622388,0.381231,-0.082918,0.526143,-0.016821,0.736436,-0.024027,-0.593089,-1.724854,-0.912086,1.390213,1.641440,-0.458543,-1.130047,-0.535660,-0.370320,-1.110054,-0.036416,0.883689,0.740902,0.380906,-0.085862,-0.811507,0.398218,-1.600294,0.363795,0.788983,0.316152,0.913108,-1.516700,-0.144281,-0.972943,0.934265,-1.975269,0.179468,0.416239,-0.862183,-1.029356,-1.269985,-0.359572,-0.352965,-0.025880,1.721335,-1.252586,-0.200496,-0.078074,-0.392757,1.100105,-1.153100,0.249911,0.872551,-1.186156,1.539547,0.023091,1.749828,-0.341587,1.045373,-0.824548,-1.450237,1.062001,0.110899,-0.850404,0.057563,0.946803,0.613744,1.010677,-0.517033,2.927150,-0.171837,-1.624530
