variable,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
variable_268,0.637684,0.718975,0.198364,0.824989,1.605694,-0.575267,0.892675,-1.326573,0.203185,-0.413452,0.231362,0.344335,0.747153,0.794393,-0.454079,-2.171926,1.229004,0.290312,-0.200308,-0.820305,1.253970,-0.880657,-1.543082,-1.347633,-0.915191,-0.655119,0.494158,1.149767,-0.958737,0.843465,-0.977828,1.400828,-0.936838,-0.657714,-0.801786,1.593466,0.887887,-0.477729,-0.417810,0.818178,-0.302975,0.541047,-1.782509,-0.162069,-0.431341,-0.209033,-2.006490,0.531746,0.848092,-0.788169,1.167068,-0.685319,1.229981,-1.583847,-1.067265,1.091423,-0.208549,-1.314429,0.057575,0.087574,-1.369691,0.373890,0.005917,-0.500260,0.241990,-0.247805,-1.549997,0.348274,0.133726,0.586276,0.236413,-1.220681,-2.027545,-1.060961,0.251837,0.807246,1.889610,0.235152,1.296526,-1.923703,1.073327,-0.814619,0.163505,-0.126815,0.165084,-0.316308,0.536606,2.127689,0.683163,-0.497714,-1.519055,-1.133559,-0.224094,-1.501900,0.385155,-1.985330,1.421321,-1.354370,-0.817000,-2.367616
variable_269,-1.219832,1.641990,0.829326,1.224573,1.305010,0.796287,-0.591238,2.675415,-1.482118,1.134764,0.853864,1.083404,-0.584388,1.161947,0.209050,-1.929751,1.490088,-0.815013,0.485708,-0.559077,1.513460,-0.707345,1.547907,-0.698082,-0.400914,-0.638477,-0.455487,-1.372492,0.085309,1.175568,-0.614789,-0.184589,-0.628020,-0.325944,-0.165078,1.229786,0.369741,-0.358858,-0.184694,0.822910,-1.915842,-0.034569,-0.671203,2.194345,-0.778771,0.281308,-0.412290,0.480605,-1.426307,1.063720,-0.402177,0.128207,1.274067,0.277187,-1.286807,-1.041676,1.460929,-1.649837,0.192531,0.525120,-0.401002,-1.222307,1.152379,-0.333677,-1.821428,0.475094,0.226018,-2.520144,0.516822,-1.335430,-0.521558,-1.150008,-0.881192,0.637180,-0.965357,0.915294,-0.509274,1.512217,0.342247,0.847578,-0.546520,-0.685892,1.395592,0.295005,1.312549,0.830966,-0.133499,-0.790261,-0.231483,-0.665724,-0.971353,0.950346,-0.189646,-0.720604,-0.093909,-0.091106,0.469501,-1.740919,1.004292,-0.172084
variable_270,-0.223395,0.105034,-0.660392,-0.794614,-2.338781,-0.656731,0.279666,-0.140968,-1.641611,0.786629,-1.533216,2.273423,0.252224,-0.597285,0.658221,-1.518534,-1.265770,-0.809040,-0.849345,-0.181641,-0.083836,-1.474296,1.380900,0.831325,-1.509849,0.251782,0.173210,0.210188,-2.565737,-1.151894,-0.717973,0.790843,-1.697485,0.812156,-0.174232,1.800877,0.906206,1.067015,-0.302661,0.499258,0.759238,-0.443027,-0.434324,-0.898942,-0.850550,-0.522758,0.092930,1.408683,-0.590899,-1.615495,-0.807248,-0.463747,-0.827797,0.211880,1.481140,-0.223593,-0.213901,1.650002,0.670581,-1.236484,-1.222012,-2.182358,0.089537,-1.562052,-2.027325,-0.978888,1.636280,0.018801,-0.831498,0.249601,0.892357,-0.684576,0.888468,0.853789,1.722274,1.567546,-0.414561,0.600014,-0.422851,-1.242673,1.270979,0.300196,-0.303176,1.406829,-0.281367,1.308541,-1.286508,2.018464,-0.361122,0.049003,1.369497,-0.943473,-0.788285,-1.233198,0.381936,1.592089,-0.676041,-0.299305,0.561876,-2.104561
variable_271,1.420956,0.914031,-0.885255,-0.625527,0.561928,-2.300961,-0.907456,-1.265926,-1.396703,0.498746,0.951407,-1.198584,-0.205695,-0.272982,-0.342611,0.924886,-0.211533,0.627536,-0.428943,1.315187,-0.211591,1.112057,-0.014460,0.181384,-1.483365,0.852086,-1.351423,0.412582,-2.121995,1.567589,0.864684,1.067821,0.740200,-0.023474,0.767730,-0.883391,-0.181790,-1.884807,0.878907,-0.109291,-0.583569,1.184751,-0.580251,0.525319,0.782612,0.976235,-0.119765,-0.478965,-0.779814,0.291011,-0.058610,-0.594709,-0.563877,-0.532133,-0.471722,1.212131,0.719675,-1.523835,0.621974,2.271500,0.798649,1.817569,1.221550,-1.370250,0.256169,1.770623,0.137406,0.460189,-0.996993,-2.258021,0.994894,2.396110,0.329004,-0.815583,0.191493,-0.356305,-0.575597,0.867135,0.288580,-0.841341,-0.493365,-1.125823,2.118062,0.397153,-0.316668,0.489083,0.326666,-2.246884,-0.921407,0.332540,-0.755934,1.432296,0.873645,0.423668,0.626049,-1.276322,1.315345,-0.859729,-0.862476,-1.125614
variable_272,0.507625,0.298152,0.960482,-0.030331,-1.298422,0.699819,-0.045923,-1.001313,-0.543665,-0.584614,-0.274123,0.265405,-0.814662,-0.594148,-0.024077,1.874825,0.365577,-0.231394,-0.775324,-0.067660,0.989170,-1.614798,0.513728,-1.064472,-1.140336,1.605590,-0.329430,-1.395139,0.210694,-1.537753,-0.959936,1.092456,-0.391339,0.796262,1.281126,-0.623554,-1.210121,0.994797,-0.497619,0.887109,-0.008706,-0.944349,0.283918,0.639691,1.276359,1.372996,-0.834419,-0.243285,-0.356810,-0.868442,0.150905,-1.304726,0.015633,-0.032274,-0.564957,1.789579,0.595925,0.941884,0.599439,0.281241,1.402767,-0.486006,-0.747192,-0.859096,-0.160696,-0.381430,-1.041614,0.198584,1.865909,-1.028463,1.213453,-0.187526,-1.139112,-0.862413,-0.143352,0.366648,0.008068,-1.665285,1.190138,1.249220,1.305163,1.407496,0.386839,0.157692,1.372527,-1.410922,0.166383,-0.124180,1.774055,0.106678,-0.144594,0.436035,0.190227,-0.045588,-1.091552,0.463653,-0.001166,-0.626492,0.078005,-0.255639
variable_273,-1.115448,-0.679225,-1.457335,-2.953060,-0.948211,-1.762699,0.444571,-1.453751,-1.256864,-0.495599,-1.740044,-0.404259,-0.367266,0.154395,-2.084344,-2.720653,-1.252663,-0.804617,-1.971898,0.734494,-1.027576,-1.638144,-0.087630,1.206527,-0.297644,-0.551460,0.146362,-0.613216,-0.684990,-0.588661,-1.417306,0.038142,-0.949419,-0.128777,-1.954121,-0.263063,0.438279,-0.296020,-1.793612,-1.947218,-1.956865,0.040157,-1.100041,-0.526312,-0.472694,-1.133478,-0.147003,-3.607008,-0.917729,-0.985549,0.907248,1.087218,1.587813,0.263133,-0.516131,0.445628,0.942046,0.609758,0.485687,1.797103,0.699547,-1.378296,1.157549,1.998187,0.046705,0.069242,2.166395,-1.248201,0.699699,1.734501,0.455701,0.201208,1.583120,0.856407,1.564130,1.585455,0.869989,0.241144,-0.097995,-0.263240,0.023932,0.976388,0.764329,0.136613,1.176711,1.290790,0.194399,2.541290,1.241610,-0.000415,0.701260,1.402443,0.881970,-0.209287,-1.388754,-0.313994,0.335552,0.484947,0.151163,0.354202
variable_274,0.945133,-0.430025,0.047207,0.299897,-0.473612,1.062851,0.845338,0.849909,0.501709,-0.342838,2.228777,0.209235,2.590793,0.306861,2.085267,0.858054,0.819392,0.344795,0.244833,-1.025796,0.706475,-1.207193,0.650717,0.342824,0.038728,-0.252986,-0.271145,0.279336,-2.458900,-0.926841,-0.279878,-1.196784,-0.872417,0.870900,0.047556,0.395653,-0.066030,-0.814070,0.177330,-0.036118,1.005424,0.328436,1.442898,1.117018,0.206903,0.867478,-1.069986,-2.843480,0.671205,-1.201248,-0.432670,0.155331,-0.917404,0.501993,0.548868,0.947245,0.671863,-2.032436,0.554938,-0.345235,0.299168,-0.230171,0.143373,0.875689,1.416060,-2.024296,0.855809,-1.340279,-0.637122,0.073793,0.086341,1.002194,0.446842,0.589856,-0.254163,-3.198433,3.017769,0.067275,0.027518,-0.932162,-0.704385,-0.567902,-0.014668,0.763676,-0.242592,0.449580,-2.420030,1.704089,-1.085132,0.257548,2.034505,1.431269,0.191559,-0.683881,-1.323503,0.469528,0.354141,-0.074015,-0.344525,-0.566744
variable_275,-0.496864,0.105224,-2.198741,1.015796,-0.070984,-0.103475,-1.462357,-0.553127,-1.253687,1.200877,-0.366192,-1.249521,-0.722864,-0.985518,-0.840829,-0.951604,-0.064605,2.079491,-0.276196,-2.558468,1.042143,-2.180287,0.397017,0.917484,-0.206089,-0.166593,-0.586302,-0.357425,-0.725489,0.095664,1.574543,1.938592,-0.791872,0.996764,-0.181276,1.328940,-0.218840,0.444116,0.702393,-0.963353,1.176673,1.277790,-1.271699,0.338847,-1.444689,0.260544,1.327834,-0.713926,0.191848,0.650201,-0.234645,-0.778307,-0.763624,-0.862417,0.360196,0.498758,0.553343,0.411999,0.834719,2.352716,-2.163713,-0.769335,0.689277,-0.361711,1.035662,-0.833685,-1.939000,-1.968573,0.047156,-0.839667,0.050028,0.280210,-0.199284,-2.054023,0.203336,0.049755,-0.347043,0.049658,-0.529178,-0.252131,0.471626,-0.544751,1.277622,0.000220,1.209351,1.336803,1.665749,-1.095901,-0.198626,0.360394,0.790364,0.152297,0.950031,1.163872,-1.317419,-0.295650,0.914207,1.322189,-1.295449,0.465809
variable_276,0.041077,-0.448048,0.309482,-1.312206,1.274759,-2.116467,1.224277,-0.687639,0.099800,-1.042070,0.034969,-0.817791,-0.506538,-0.034944,0.030843,-0.459605,-1.592938,1.438409,1.304438,0.473248,-1.741297,1.747181,-0.296480,-1.405089,0.605706,-0.745259,1.175288,-1.482512,-0.339133,-0.143610,1.677580,-0.756687,0.260397,0.996004,0.304978,1.156091,-0.929138,-0.530025,0.656274,1.046962,-0.204672,1.255999,-1.043931,0.962888,0.174387,-0.893997,-0.516610,0.686259,-1.206436,1.275842,0.779829,0.225324,0.142766,1.304648,0.795074,-0.892886,-1.244686,0.705754,-0.509146,-0.978868,-0.598151,-0.924087,-1.016829,-0.941345,-0.245713,0.162415,0.268140,1.270510,0.713500,1.339274,-1.054181,-0.809324,1.109313,1.080207,0.165670,-0.069747,0.993999,0.889077,-1.045403,0.025076,-0.364868,0.185793,1.114793,0.265704,-0.240058,1.159774,0.211335,-1.075606,0.084059,-1.337216,-0.811476,0.309630,-0.103048,0.131994,0.116714,-0.225520,1.973305,0.082511,-0.340037,0.198321
variable_277,0.606898,2.490429,0.205085,0.335603,0.861565,0.526300,-1.450824,0.274043,0.261179,0.472638,-1.599816,-0.575556,0.661523,0.335553,-0.504484,-1.023099,0.847343,-0.390345,1.477627,0.541740,-0.115648,1.320610,1.028682,-0.547936,0.560075,-1.970335,0.424031,0.893727,1.319125,0.398556,-0.258526,1.304966,1.123308,0.872996,-0.791041,1.683701,-0.172071,-0.273175,1.475881,-0.536507,-0.101533,-0.371273,0.877170,0.004102,-0.329979,1.022145,0.945668,-0.424694,-0.257438,-0.102610,-0.121239,0.599415,0.895846,-1.049005,-0.143615,-0.566106,-0.690921,0.754179,-0.398226,2.454039,1.965860,0.989958,-0.300728,-1.441006,-0.519108,-0.459510,-0.958877,-0.437758,-1.593634,-1.438652,-0.584683,-0.352485,-1.690790,-1.519628,0.562965,0.128285,-0.388520,-0.099503,-0.220399,-0.598170,-0.751513,1.217868,0.627285,1.628845,-1.197970,0.284464,0.656742,-0.265583,-0.859263,2.137243,0.382537,0.237211,1.199237,-0.158185,-0.901622,-1.213802,-0.194994,0.133852,0.765008,0.465478
variable_278,0.532846,0.275771,2.017236,1.684953,-1.701807,0.688143,1.428932,0.210037,0.082037,-1.557914,-0.736711,-1.955775,1.656251,-0.416864,0.515754,0.117801,0.224587,-2.376364,0.469450,-1.618607,0.361538,-0.276350,0.281555,-0.245881,-0.729061,1.328364,0.669239,-0.004462,-2.401818,0.744229,1.396862,0.620005,-0.344236,-0.754003,0.392800,0.979841,0.800396,0.793455,-0.211705,0.969131,-0.496940,0.009330,-1.300764,-0.458983,-0.190620,1.290549,-0.983250,0.139355,-1.039550,-0.191897,1.293285,1.228026,0.452766,-1.294441,1.557506,-2.412692,-0.002477,-0.337041,-0.775106,-0.822865,2.015170,0.039444,0.371198,-0.516666,-0.791313,0.613133,-0.903237,1.637860,-1.308778,-0.153245,0.525477,0.495807,0.336964,0.264369,-0.904797,1.023404,0.368476,0.052215,-1.348642,0.379967,0.503236,0.412202,0.059343,-0.782741,-0.013345,-0.383110,0.726991,-1.450367,2.116940,0.876516,1.009142,1.727831,0.798723,-1.536184,0.130858,0.840811,1.672509,-0.655883,0.464819,-0.474544
variable_279,-1.552662,0.164994,0.160829,1.485816,-0.054635,-0.302328,1.663565,-0.007854,-0.458348,-1.213581,-1.190659,-0.367866,-0.021887,-0.895753,-0.323420,-0.124548,1.598488,1.071304,-0.394915,-1.540551,1.351409,2.484028,0.813755,-0.305639,-0.416710,0.986857,-0.753831,-2.609585,0.818675,1.006080,0.574000,1.135262,0.727296,0.399782,-0.148768,0.065695,1.530710,0.651462,-1.056479,-1.840858,-1.042664,-0.757122,0.511041,-0.747495,0.740490,-0.477433,-0.940134,-1.056867,2.385051,-0.223082,0.536401,-1.643752,2.622654,0.188591,-0.172473,0.001474,1.384517,0.784657,0.639036,1.150508,0.092606,0.491886,-1.149236,-0.840025,-0.468792,-0.289733,0.163143,0.245965,-0.841567,-0.761510,3.104141,0.935195,1.151911,-0.463501,0.177250,0.298981,0.533744,-0.102347,1.234693,-0.395503,0.296887,-0.492521,-0.713936,0.780679,0.495577,-0.331435,-0.489446,0.064477,0.591162,-0.652487,-0.940476,1.389211,1.519261,-2.779024,-0.801173,1.367227,-0.524542,-0.025756,-0.080609,0.446654
variable_280,1.465170,-0.959778,0.451730,0.485473,0.468807,2.610901,-0.265824,-1.440989,-0.379116,0.414256,-1.560527,0.243866,-1.037208,-3.392195,0.543285,-0.569121,0.060597,-0.394861,1.475920,0.697202,-0.617594,-0.674717,0.654239,-0.116491,0.568697,1.674527,0.626236,-0.189377,-0.110613,-0.757614,1.715407,0.029442,-0.566756,-0.344802,-1.317232,-2.049355,0.206427,-1.209841,-0.358906,0.562488,0.898725,0.629097,-0.118213,-2.977429,-1.132131,1.820641,1.198519,-0.219132,0.543699,-0.666550,-1.433830,-0.345749,0.157745,-1.608234,-2.027620,-0.034123,0.038776,1.967238,1.729781,0.281106,0.151512,0.105798,-1.356454,-0.775237,-1.891714,1.280008,-1.774200,-0.378687,0.256501,-1.129538,-0.113988,1.655912,-0.018413,-1.206197,1.573982,0.569200,1.138921,-1.094666,0.263851,0.333947,0.208774,-0.863075,0.752898,-0.994471,-0.397004,-1.113902,0.363280,-1.528944,0.659130,1.622124,-0.408905,0.360005,0.308173,-0.354826,-1.231107,1.008355,-0.493104,0.619853,-0.296433,0.115847
variable_281,0.785542,1.172893,0.066858,-0.096311,-0.743115,0.627458,1.243900,-1.179652,0.447667,-0.746909,-0.486420,-1.298221,0.704619,-0.535294,-1.658960,2.318103,-1.105533,1.490968,-0.581603,-0.634306,-0.932186,-0.002171,-0.948352,-0.554292,-0.220601,-1.159300,-1.056698,-0.764306,0.511368,-0.144340,0.801619,2.138682,0.210521,0.218083,0.170817,1.425047,1.438225,0.475311,-0.487532,-0.818959,-1.159338,1.842454,-0.941490,0.091369,1.951306,0.666449,-0.770426,-0.463951,-0.806923,0.153025,0.890737,-0.475698,0.087305,1.586159,-0.642668,0.065024,-0.073727,0.198173,1.181929,1.291629,0.430638,1.316737,-1.291032,-0.649588,0.268016,0.963176,-0.116145,-0.118404,-0.239897,-1.104275,1.304721,-0.670305,-0.088855,-0.364182,-0.310124,0.197030,0.920398,-0.352619,0.449083,-0.215476,-1.724495,0.392901,-0.310798,0.699274,0.132715,0.816701,0.944365,1.063831,0.260432,-0.135846,-2.041879,0.720203,-0.932281,0.911516,1.823297,-1.849375,-1.492309,-1.004421,0.258950,0.955674
variable_282,-2.303821,1.053447,1.082427,0.577651,-0.352214,0.498437,0.189593,0.706134,0.290509,0.126993,-0.183335,1.101255,-1.715067,0.163009,0.753451,-1.028866,-0.132627,-2.253743,-1.164374,-1.481208,1.282948,0.776777,1.209749,-0.455196,1.353789,-1.448159,-0.462749,0.377840,2.575621,-0.933686,0.335639,0.168528,-0.114285,-0.139290,-0.283937,1.200367,-1.262464,-0.156544,-0.570421,0.644754,-1.042267,-1.132220,0.673467,-0.494217,-0.387875,0.728301,1.409902,0.648765,-1.727845,0.332782,-1.339641,1.647624,0.505015,-0.450421,-0.414828,-0.512035,-0.196881,0.304050,0.996391,1.067100,-0.817889,0.427676,0.163832,-1.682821,-0.373495,1.155742,0.964966,-0.161266,1.548474,-0.456865,-0.023440,0.926584,-0.264822,1.694734,0.513573,-1.619748,0.792140,-1.424985,0.199027,-1.649873,-1.461724,-0.702343,-0.589092,1.486243,-1.541843,0.893502,-1.618384,0.156472,0.184226,0.756067,0.066991,-2.074223,0.999686,-1.027432,-0.553467,0.463277,-0.337279,-0.121138,0.536888,-0.164749
variable_283,1.572978,2.500254,0.400907,0.228968,0.027552,-0.425731,-0.914515,1.579300,-0.505498,0.610034,-0.136657,-1.150321,1.020174,-0.392872,-0.060018,0.402140,-2.477692,0.183712,0.211642,-0.281301,-2.014280,1.497068,0.312494,-0.045914,-0.385053,-1.596018,0.663615,1.958424,-1.595686,-0.937073,0.340644,0.804178,-0.367131,0.931803,1.329579,0.440786,0.014076,-0.958919,0.497330,-1.617904,-1.420613,1.020459,0.610829,0.688084,-0.840865,0.093768,-2.144399,-0.118608,-0.396018,0.220381,-1.455117,-0.994052,1.741159,1.010434,-0.073112,-0.862395,-0.756068,-1.604146,-0.067756,-1.352109,-1.085365,-0.053374,0.026941,0.408153,0.988820,0.863851,0.386675,0.959309,-1.958353,0.283184,-0.894085,0.120623,-0.147138,-0.234037,0.649986,-0.991433,0.071547,0.906664,2.991238,-1.037897,-0.445880,0.049866,0.590969,-0.106213,-0.041079,0.837865,0.515354,-0.818965,-0.712738,-1.303386,0.328098,-0.208373,-1.020525,0.186127,-1.067608,-0.663022,-0.067363,0.484210,-0.211206,-0.263129
variable_284,-0.739233,2.568376,0.723404,0.250566,1.307430,1.217341,0.519391,-0.191085,-1.715880,0.528936,-1.620509,-1.227362,0.976315,0.449341,-0.373214,0.147796,0.745813,-0.935794,0.360832,-0.383522,0.619455,-0.177694,-1.048012,0.176785,0.542690,-0.075333,2.642824,0.764368,-1.916084,-1.464968,0.428082,-0.259062,-0.626864,0.500880,-1.067376,1.302005,0.118517,-0.707886,-2.545050,-0.859875,-0.008031,-0.126089,-1.210346,-1.460303,0.864443,1.650639,0.558080,0.436683,0.032238,1.313470,-0.783227,-0.259963,-0.659672,1.145109,0.306340,0.564237,1.188162,1.911589,-0.316353,2.103695,-0.982693,-1.846543,0.209981,-0.687148,0.545852,2.109714,-1.038292,-0.661555,0.298192,-0.732380,-0.818592,1.468304,-0.558221,-2.308652,-0.622712,0.997663,-0.179051,0.853250,0.610271,1.057207,0.553145,0.712758,0.470383,-1.735794,1.913493,0.768416,-0.031153,-0.047580,1.309740,-0.224940,0.911190,-0.072891,-0.735453,-0.556869,-0.760013,0.402884,-2.137648,-0.918489,0.424136,-1.223576
variable_285,0.723028,0.463089,1.091718,0.468808,0.841478,1.373880,-0.729734,-0.291669,-1.882439,2.025279,-0.987687,-1.265854,-0.731670,-0.469486,2.389733,-1.008673,0.861357,0.295999,1.081140,-0.068755,-1.194262,0.277127,-0.158178,-1.296144,-2.059942,1.495402,0.684868,2.029765,2.386343,-0.225974,0.706947,-0.189579,2.759076,0.254154,-1.414898,-0.541664,0.234133,1.497477,1.163465,1.389571,-0.691344,0.329723,0.103325,-0.834546,-2.438008,1.084921,-1.368244,1.285521,1.620840,0.894737,-0.394004,0.298199,0.931012,0.482947,-0.736714,0.435010,0.778543,-0.259914,0.335712,-0.815226,1.762076,-1.602940,0.055941,0.797035,-0.517919,0.381203,-1.188867,0.191888,0.521118,0.598421,-0.906971,0.855074,0.414066,1.954344,-1.027670,0.510615,0.256995,1.584834,0.403696,-0.284169,-0.952719,0.956134,0.520706,-0.744773,-1.187757,-0.923589,-1.450644,0.729632,-0.017209,0.121561,0.540914,-0.484428,-1.522482,0.381413,1.470120,0.931149,-0.108319,0.079182,-0.435795,-0.320472
variable_286,0.229314,0.084622,-0.058497,-0.022508,0.057749,1.281660,1.731563,-0.545637,-0.266970,2.106401,-1.276702,-0.416708,-0.075405,0.543199,-0.618132,-0.052655,0.311628,1.967129,-0.069286,0.838746,0.643409,0.390512,-0.691061,-1.208447,-1.144218,-0.089492,0.438582,0.010193,-0.680241,0.631562,-0.084677,1.089905,0.192372,-1.738705,-0.380217,3.028739,-0.509080,0.667234,-0.604164,0.199430,-0.824046,0.892361,0.285020,-0.424049,0.320807,0.456274,-0.965711,0.177556,0.340160,0.619151,-0.663315,0.087472,0.587729,-0.759868,1.170728,-0.122367,0.254949,-1.475385,1.491670,-0.180691,-1.553095,-0.939318,-0.473399,0.515951,-0.084165,0.015831,-0.970735,0.389320,0.069484,0.495640,0.110491,0.524916,0.313700,-1.968407,1.242166,-1.050161,-2.156399,0.602890,-0.598154,-1.395561,-0.551528,0.059508,-0.210416,0.522566,1.690216,-1.007651,0.200472,0.288454,0.304594,-0.134394,2.482073,0.118008,-1.364375,0.458605,1.264314,0.583361,-0.935358,-0.307985,-1.864668,-0.727690
variable_287,0.280875,-0.400846,0.531376,0.227728,-0.369267,-0.165852,1.248092,-1.718944,1.235535,-0.788051,-1.529929,1.144944,0.679625,0.145273,-0.420688,-0.272487,-0.919526,-0.493148,0.445791,0.583894,0.121379,-0.532515,0.625443,-0.092236,0.953725,0.961311,-1.317208,-0.255062,0.927268,0.280264,2.699576,0.017325,-0.956093,-0.650385,0.223274,-0.262460,-0.545082,0.920741,-0.141837,-0.816403,-1.694630,0.758238,0.759400,0.116459,-0.249025,-1.074440,-0.379695,-0.719938,0.022030,0.620782,-0.248224,-0.192646,-1.120280,1.941897,1.410648,-0.084759,-1.240639,-1.406653,-0.257955,0.606178,-1.103862,0.031652,-0.316770,-0.949690,0.245162,-0.434714,-0.929113,1.653784,-2.206553,-0.385439,0.363308,0.433983,0.654333,-0.408769,-0.759370,1.113331,-0.946876,0.718488,-0.491074,0.315742,-0.082590,-0.256842,-0.573195,0.848327,0.873539,-0.302903,0.930909,-0.218332,2.388540,0.373251,-0.624305,1.615216,-0.274390,0.324817,-1.027046,0.208033,0.195549,-0.140227,-1.370251,1.231829
variable_288,-0.026935,0.169468,-0.490308,0.900195,-0.141869,-1.333474,0.484589,-0.729975,0.266554,0.214294,0.157418,-0.817150,0.462540,0.685420,1.433861,1.004189,-1.156477,0.488245,1.995596,-0.537020,-1.790522,-0.685037,0.383650,-0.982538,-2.493742,-0.774959,-0.051568,-0.939998,0.659925,-0.157734,-0.671116,0.498583,-0.318812,0.846068,-0.567849,-1.164755,0.285392,0.174765,-0.103382,-1.082723,-1.646314,-2.386240,-0.243526,-0.060428,-0.390667,0.348559,-0.243375,-0.484656,1.073392,-0.470685,-1.127327,0.012850,-1.402387,-0.495905,-0.355512,1.600670,-0.196752,-1.658083,1.052533,1.797280,0.560057,1.318507,0.813023,0.530272,-0.350109,-1.011338,-0.733398,0.384301,1.338249,-0.682686,-0.306121,1.236858,-0.862786,-0.151738,-0.385460,0.636097,0.174955,2.209247,-1.248585,-0.445789,0.717244,-0.440465,-2.357650,-1.230687,-2.412942,-1.079560,0.187801,0.384050,1.118336,-0.249626,-0.552579,1.126029,-0.896776,0.952455,-0.570371,0.668453,1.271383,0.084962,0.964214,-1.258583
variable_289,-0.250896,-0.317427,-0.286632,0.310494,-1.354064,0.759781,-0.835598,2.322840,-0.260731,2.112404,2.595281,-0.108790,1.271095,1.229734,0.769977,0.588069,-1.131705,-1.726424,0.364866,-1.243655,-1.887235,0.096046,-1.089273,-1.380658,1.025339,0.401234,-0.837838,0.900024,-0.656260,0.445414,1.061651,0.719113,1.861261,-1.138686,0.938226,-0.340183,0.601863,1.136902,0.102930,0.883312,-0.859413,0.085510,0.870887,1.345000,-1.229856,-0.226564,0.308154,-0.588819,0.733794,-0.163579,-1.817945,-1.649334,0.141264,0.351792,0.628288,0.837679,-1.094757,0.140260,0.798201,0.356383,0.832216,1.104328,-0.150165,-0.714671,0.544202,0.552272,0.119364,0.629003,0.323335,-0.573544,-1.309566,-0.450616,-0.153465,-1.384176,-0.077152,-0.242923,-0.433063,-1.241446,0.423233,0.070379,0.778408,-1.115203,-0.466202,0.042845,-0.610157,0.588736,1.602690,-1.743565,1.339709,1.136267,-0.106583,-1.191185,0.854896,-1.482315,-1.147043,0.016233,1.920563,-0.983105,1.072759,0.545607
variable_290,-0.586495,-0.268450,-0.295791,1.992091,0.311496,0.347083,-0.159037,-0.494006,-0.339043,-0.088634,0.570202,1.055607,1.216706,1.408766,-0.227179,0.979552,0.923917,0.511077,1.475463,1.860461,0.108577,0.659780,-0.410792,-0.675093,-0.438017,-0.670987,0.557029,0.062473,0.012483,-0.186363,0.717229,2.030751,-0.398099,-1.128108,-1.260646,0.059061,-0.525381,1.848819,0.602719,-0.391194,-0.819571,-0.886916,0.928283,0.645486,-0.055527,-1.213801,0.585953,-1.059476,-1.414641,1.883342,-0.168682,-0.677370,-0.165680,0.061057,-1.316079,2.486808,-1.390334,-0.050035,0.309385,-0.295314,1.609238,0.775435,-1.256809,-0.181561,0.441051,1.675595,-0.813285,0.318866,1.185633,0.198859,-1.072208,-1.156572,0.955517,1.097252,2.318215,-0.413164,-0.773408,0.558253,0.065304,-0.014878,-0.048620,-0.253503,-0.773209,-0.716296,-1.359512,0.098250,-0.394635,1.050643,-1.631024,-0.268007,1.262529,0.619345,0.827004,0.713928,-1.041093,-0.003957,0.050872,0.029461,-0.726231,0.537192
variable_291,0.972653,-0.326936,2.413170,0.557428,-0.489939,0.981630,1.006098,1.885554,1.874766,0.037237,1.156700,-0.693254,0.500303,1.683396,-0.226552,-0.929471,1.306815,-2.196328,0.354199,-1.391256,0.133647,-0.654475,0.995873,-0.670044,-0.386371,1.339015,-0.416022,-0.662255,0.454496,0.527130,-0.239450,-0.248633,0.895421,0.421539,1.718710,-1.287657,-0.850614,0.342163,-1.072763,0.588016,1.409234,-0.294688,-0.534396,-1.350845,0.343276,2.094109,0.281076,-0.312766,2.320496,1.953807,-1.438935,1.832587,-1.576617,-0.776500,0.737053,-0.450911,-1.055180,0.377373,-0.775742,0.575030,-0.013232,1.145838,-0.718794,1.106162,0.134606,0.668620,0.359410,-0.142818,1.049182,0.212138,0.853025,0.318554,0.926772,-0.180868,1.119113,2.199944,1.063295,-0.646942,0.289510,-0.039204,0.193393,0.579621,1.527994,1.393795,1.587613,0.937201,0.310804,-1.579158,0.872512,-0.276729,1.651786,-1.988490,0.012786,0.567580,0.977448,-0.868674,0.454823,0.142237,-1.460136,-0.497380
